Party,Handle,Tweet
BJP,bjp4india,"Here are the unsettling figures of job creation for the naysayers! In formal sector alone, 76.48 lakhs jobs have been created since September 2017 till January 2019 as per EPFO payroll data. In January 2019, jobs created were at 17-month high at 8.96 lakhs.  https://t.co/Tmy8Srp9XZ"
BJP,bjp4india,"Rahul Gandhi’s assets rose by 1600% during 10 years between 2004 and 2014 when Congress party was in power and Sonia Gandhi was ‘super PM'.  Move over Vadra model, here is Rahul Gandhi’s model of ’development’, decoded.  https://t.co/Yj1rT6I3eP"
BJP,bjp4india,The Central Election Committee of the Bharatiya Janata Party has released the sixth list of 48 candidates for the ensuing General Elections to the Parliamentary Constituency of different States. The updated list of all declared candidates is available at  https://t.co/e4p2u9dsiC  https://t.co/ReW3EjQqTc
BJP,bjp4india,Dr. Lohia called for complete equality. But it was parties that dishonestly claim to be Dr. Lohia’s followers that opposed the NDA govt’s move to abolish the inhuman practice of #TripleTalaq.   Read PM Shri @narendramodi's blog 'Remembering Dr. Lohia' at  https://t.co/566d0BIkK9  https://t.co/mLfUah6zus
BJP,bjp4india,"Sadly, the parties that claim to be Dr. Lohia's followers have forgotten his principles of 'Samta, Samanata and Samatva'. They now believe in 'Satta, Swarth and Shoshan'.  Read PM Shri @narendramodi's blog 'Remembering Dr. Lohia' at  https://t.co/566d0BIkK9  https://t.co/RguSIavz12"
BJP,bjp4india,Dr. Lohia always believed that dynastic politics was inimical to democracy. He would have been flabbergasted to see his followers think about their own families first instead of the nation.  Read PM Shri @narendramodi's blog 'Remembering Dr. Lohia' at  https://t.co/566d0BIkK9  https://t.co/VF5U83ulQj
BJP,bjp4india,BJP National President Shri @AmitShah has appointed Sushri @umasribharti as National Vice President of BJP : Shri @JPNadda  https://t.co/xe0ra16zxr
BJP,bjp4india,Shri @JPNadda is addressing a press conference at BJP HQ.  https://t.co/pc8B8vf8fZ
BJP,bjp4india,"After Vadra model of development, we're witnessing Rahul Gandhi model of development : Shri @rsprasad  https://t.co/U0vrRjJ811"
BJP,bjp4india,LIVE : Shri @rsprasad is addressing a press conference at BJP HQ.  https://t.co/MDeynFDoJ5
BJP,bjp4india,The Central Election Committee of the Bharatiya Janata Party has decided the names of 11 candidates for the ensuing General Elections to the Parliamentary Constituency of different States.  https://t.co/VFAywxPzaQ
BJP,bjp4india,LIVE : Media briefing by BJP National President Shri @AmitShah at BJP HQ. #CongressInsultsIndia  https://t.co/24OQA7B464
BJP,bjp4india,The Central Election Committee of the Bharatiya Janata Party has released the 2nd list of BJP candidates for the ensuing General Elections to the Legislative Assembly of Andhra Pradesh and Odisha and bye-elections to the Legislative Assembly of Meghalaya.  https://t.co/GZKhLNyOqQ
BJP,bjp4india,The Central Election Committee of Bharatiya Janata Party has released the 2nd and 3rd list of candidates with 1 and 36 candidates respectively for the ensuing General Elections to the Parliamentary Constituency of different States. The list is available at  https://t.co/e4p2u9v3Hc  https://t.co/nYKnvsMbIA
BJP,bjp4india,Whoever cheats India and its institutions cannot get away. He will be found out. This also busts the fake campaign that the present Govt had anything to do with him.   Fake issues crack up and collapse.  Read Shri @arunjaitley's full blog at  https://t.co/M5EcJKS2wS  https://t.co/96mmorqPdb
BJP,bjp4india,"To each fake campaign of the ‘Compulsive Contrarians’ over a period of time, ultimately the truth has prevailed. Either it is the electoral mandate or the judicial process which gives the final verdict.   Read Shri @arunjaitley's full blog at  https://t.co/M5EcJKArFk  https://t.co/ATnt3H9Ytd"
BJP,bjp4india,Court's verdict has judicially put the last nail in the coffin of the so-called ‘Hindu terror theory’.   Read Shri @arunjaitley's full blog at  https://t.co/M5EcJKS2wS  https://t.co/DRNj4w0uEK
BJP,bjp4india,"""As you go to vote - remember the past and how one family's desire for power cost the nation so greatly"": PM Shri @narendramodi in his blog 'Institutional respect and Institutional contempt - two contrasting approaches'.  https://t.co/a4t3oZwXol  https://t.co/JS1JDVCFJJ"
BJP,bjp4india,"In 2014, India voted to shed the baggage of the past in pursuit of a better future. The mandate was epoch-making also because it was for the first time in the history of India that a non-dynastic party was blessed with a complete majority: PM Shri @narendramodi  https://t.co/FO4PjDUxFU"
BJP,bjp4india,"Congress has always seen the defence sector as a source of income. After 1947, every Congress government has seen multiple defence scams. They began with jeeps and then moved to guns, submarines and helicopters.  Read PM Shri @narendramodi’s full blog at  https://t.co/a4t3oZwXol  https://t.co/KGkWrEWH0c"
BJP,bjp4india,"""Congress’ own (lack of) internal democracy and sense of entitlement.  Their top leadership is on bail vis-a-vis a major scam. When the authorities seek to question them on their dealings, they do not even bother to reply."": PM @narendramodi  https://t.co/a4t3oZwXol  https://t.co/jH3hlJ6aN2"
BJP,bjp4india,"Will the Congress party now do its politics on false, lies and misrepresentation? : Shri @rsprasad  https://t.co/M7zIfdfUax"
BJP,bjp4india,LIVE: Press conference by Shri @rsprasad at BJP HQ.  https://t.co/0eQBUjn1TO
BJP,bjp4india,"From Home to Hamburg,  From UAE to UK,   Look who is always with @RahulGandhi!  https://t.co/RzGOAhIu1E"
BJP,bjp4india,“Institutional respect and Institutional contempt - two contrasting approaches.”  Read Prime Minister Shri @narendramodi’s full blog at  https://t.co/a4t3oZOyfT  https://t.co/9tVKDtoOCb
BJP,bjp4india,Deferred LIVE : Shri @GautamGambhir joins BJP in the presence of Shri @arunjaitley and Shri @rsprasad.  https://t.co/uD8xAj0bBt
BJP,bjp4india,Former Cricketer @GautamGambhir joins BJP in the presence of Union Ministers Shri @arunjaitley and Shri @rsprasad.  https://t.co/sDJOnSOLza
BJP,bjp4india,We don’t need further proof that Congress party is the biggest terror apologist in the country. #JantaMaafNahiKaregi  https://t.co/34o577MGpo
BJP,bjp4india,"It seems Rahul Gandhi can’t wake up in the morning. Anyway, it’s better not to spread lies in the morning :)"
BJP,bjp4india,The Central Election Committee of the Bharatiya Janata Party has decided the names of 184 candidates for the ensuing General Elections to the Parliamentary Constituency of different States. The list is available at  https://t.co/e4p2u9v3Hc  https://t.co/mlCPsciKnI
BJP,bjp4india,"Jugal Kishore to contest from Jammu, Dr @DrJitendraSingh from Udhampur, Sofi Yousuf from Anantnag. Khalid Jehangir will contest from Srinagar: Shri @JPNadda  https://t.co/WkMlFua09n"
BJP,bjp4india,Shri @arjunrammeghwal to contest Lok Sabha elections 2019 from Bikaner.   Shri @Ra_THORe to contest Lok Sabha elections 2019 from Jaipur.
BJP,bjp4india,Shri @Kummanam to contest Lok Sabha elections 2019 from Thiruvananthapuram.   https://t.co/3V9yQGiCJL  https://t.co/wGxDq5evzY
BJP,bjp4india,Smt @smritiirani to contest Lok Sabha elections 2019 from Amethi.    https://t.co/3V9yQGiCJL
BJP,bjp4india,Shri @Gen_VKSingh will contest Lok Sabha elections 2019 from Ghaziabad.  https://t.co/3V9yQGiCJL
BJP,bjp4india,Shri @rajnathsingh to contest Lok Sabha elections 2019 from Lucknow and Shri @nitin_gadkari to contest Lok Sabha elections 2019 from Nagpur.  https://t.co/3V9yQGiCJL
BJP,bjp4india,Shri @AmitShah will contest Lok Sabha elections 2019 from Gandhinagar.  https://t.co/3V9yQGiCJL  https://t.co/UIgeOQs5SS
BJP,bjp4india,PM Shri @narendramodi to contest Lok Sabha elections 2019 from Varanasi.  https://t.co/3V9yQGiCJL
BJP,bjp4india,LIVE: Press conference by Shri @JPNadda at BJP HQ.  https://t.co/idp2vAGuvp
BJP,bjp4india,List of BJP candidates for ensuing general election to the legislative assembly 2019 of Arunachal Pradesh and Sikkim finalised by BJP CEC.  https://t.co/zkKEY4hkMs
BJP,bjp4india,"Shri @arunjaitley gives a comparative analysis on 'The NDA Government’s Economy Report Card Vs Its Predecessors', showing how the economy has fared the best under Modi government since 1950s.   Read full blog at  https://t.co/qP8ymsIo8k  https://t.co/bOtbxkVygn"
BJP,bjp4india,LIVE : PM Shri @narendramodi is interacting with 25 Lakhs security guards across the Country.  https://t.co/GhHid2DMmp
BJP,bjp4india,Jinka vansh nahi woh kya karenge? : Ghulam Nabi Azad.   PM Modi writes one blog highlighting how dynastic politics has undermined democracy and its institutions in India and Congress leaders start hurling disgusting personal abuses at him and his family lineage!  https://t.co/8E0oWaFduH
BJP,bjp4india,"A slew of schemes and reforms carried out by Mod govt has led to lowering of cost of living drastically, especially improving ease of living for the poor and the middle class.  https://t.co/9yFWTIXQeD"
BJP,bjp4india,Congress leader Tariq Anwar gives absolutely abhorrent statement questioning the family lineage of PM Modi. It reeks of collective dynastic mindset of the Congress that only knows slavery of one family.  https://t.co/cVt791KXed
BJP,bjp4india,Social impact of Modi government in social sector investments has been immense.  Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9w0CC  https://t.co/lPyq9ohV7y
BJP,bjp4india,The Indian example in financial inclusion is globally quoted as a role model.   Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9epe2  https://t.co/NN30eXzIOk
BJP,bjp4india,"Today, there is no power in any individual or group of individuals to grant favours, largesse or contracts to individuals.  Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9w0CC  https://t.co/1tP1KD0iCe"
BJP,bjp4india,"While Aadhaar resulted in plugging of pilferage of public money, demonetisation proved to be a significant step towards formalisation of Indian economy.  Read Shri @arunjaitley's full blog at  https://t.co/fD9AY9w0CC  https://t.co/cM0t7wbRXo"
BJP,bjp4india,Indiscriminate lending by Public Sector Banks during the UPA had created large NPAs. Now banks have finally started recovering their bad debts.   Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9epe2  https://t.co/dCYmoBrGwV
BJP,bjp4india,"From legislation of black-money law to confiscation of property of fugitives, several decisive anti-black money measures have been taken by govt.  Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9epe2  https://t.co/3gDaAjAkTv"
BJP,bjp4india,"After 67 years of increase, tax rates have moved downwards. The last five years will be considered momentous in journey of tax reforms.  Read Shri @arunjaitley's blog 'The Fourteen Iconic Reforms of Prime Minister Narendra Modi’s Government' at  https://t.co/fD9AY9epe2  https://t.co/2h7ikEyrEo"
BJP,bjp4india,Informative thread...  Here is a Chowkidar exposing lies with concrete facts!  https://t.co/zAZjKXmVhz
BJP,bjp4india,You may now make #MainBhiChowkidar song as your Caller Tune.   • Dial 57878617 from your Airtel mobile phone.  • Dial 53711116475 from your Vodafone mobile phone.  • Dial 5678911116415 from your Idea mobile phone.  • Jio users can type chowkidar and send SMS to 56789.  https://t.co/9YDshjNWyN
BJP,bjp4india,"1 million people used to die in India every year because of inhaling Chulah smoke.  But not anymore.  Watch heart-warming story of how #UjjwalaYojana has provided smoke-free, healthier and happier lives to more than 7 crore poor women. It's truly a gift of life for them.  https://t.co/C8LBzR4eK7"
BJP,bjp4india,"Rahul Ji, as someone who's out on bail in a multi-crore scam, we know, you don't fear law.  But to lie on SC order is audacious &amp; criminal contempt of the highest court of our land. When do you plan to have some shame?  https://t.co/U7lwINLGm0"
BJP,bjp4india,LIVE : Shri @rsprasad is addressing a press conference at BJP HQ.   https://t.co/vH7gDyuiJ3
BJP,bjp4india,"“When prominent areas like sovereignty, security, foreign policy and eventually the war against terror were maintained as primary responsibility of the Union Govt, can India be ever defended without a strong Union?”  Read Shri @arunjaitley's full blog at  https://t.co/gf4hVlV6WK  https://t.co/Bi6v2qMJGk"
BJP,bjp4india,“The opportunism in Mahamilawat Gathbandhan coalition is writ large.”  Read Shri @arunjaitley's full blog ‘Mahamilawat or Gathbandhan – A Race to the Bottom’ at  https://t.co/gf4hVlV6WK  https://t.co/aJkYvhLBcT
BJP,bjp4india,'Commonalities in the potential members of the Mahamilawat gathbandhan'.   Read Shri @arunjaitley's full blog ‘Mahamilawat or Gathbandhan – A Race to the Bottom’ at  https://t.co/gf4hVlDw5c  https://t.co/LWkrTV7xG2
BJP,bjp4india,’The Mahamilawat gathbandhan unquestionably promises only political instability. Such non-ideological alliances have only lasted for a few months in the past.'   Read Shri @arunjaitley's full blog ‘Mahamilawat or Gathbandhan – A Race to the Bottom’ at  https://t.co/gf4hVlDw5c  https://t.co/R3HIS2Fyse
BJP,bjp4india,'The Mahamilawat gathbandhan being envisaged is a road to disaster. It is a race to the bottom. There is a tug of war on the issue of leader': Shri @arunjaitley   Read Shri @arunjaitley's full blog ‘Mahamilawat or Gathbandhan – A Race to the Bottom’ at  https://t.co/gf4hVlDw5c  https://t.co/TqVPZXOdMm
BJP,bjp4india,Prime Minister Shri @narendramodi pays tributes to Goa CM Shri @manoharparrikar ji.  https://t.co/uxGUUS31zA
BJP,bjp4india,"Big strides taken by Modi government to ensure green, clean and affordable energy ecosystem for India.  https://t.co/znqVhP8fA6"
BJP,bjp4india,"Demise of Manohar Parrikar ji has left a big void. Our thoughts and prayers are with the bereaved family. He was a leader known for his simplicity, integrity and unwavering commitment to serve people. The way he discharged his duties till his last breath will inspire generations.  https://t.co/qeDFp72Qku"
BJP,bjp4india,List of 123 BJP candidates for ensuing Legislative Assembly election 2019 for Andhra Pradesh finalised by BJP CEC.  https://t.co/xtnsp8hrTn
BJP,bjp4india,List of 54 BJP candidates for ensuing Legislative Assembly election 2019 for Arunachal Pradesh finalised by BJP CEC.  https://t.co/mflUASDwLj
BJP,bjp4india,"“If fake issues are taken out of Rahul Gandhi’s speech, nothing will perhaps be left.”  Shri @arunjaitley unravels every string of the fake and skewed narratives pushed by Rahul Gandhi and his coterie. Read his full blog at  https://t.co/2xfInhXx0W.  https://t.co/x0EbOF8Suu"
BJP,bjp4india,"“In the absence of any real issue against the Government, Rahul Gandhi has led not only his party but the entire Opposition to rely on fake and manufactured issues.”  Read Shri @arunjaitley’s blog ‘A Campaign of Fake Issues Never Works’ at  https://t.co/2xfInhXx0W.  https://t.co/KGBjezDUJb"
BJP,bjp4india,"In contrast to the abject apathy Congress has exhibited on women empowerment issues wherever they have been in power, see the journey of women-led development India has witnessed during the last five years of Modi government. #EmpoweringNariShakti  https://t.co/CA3hZeBqOI"
BJP,bjp4india,"Shri Prakash Chandra Behera (Congress MLA) joins BJP in the presence of Shri @dpradhanbjp, Shri @basantpandabjp and Shri @PandaJay.  https://t.co/VxrfL27caU"
BJP,bjp4india,"Congress Spokesperson Pawan Khera says that MODI stands for Masood, Osama, Dawood and ISI.  Do we need enemies like Pakistan when we have Congress?  https://t.co/HDHEtJIxr3"
BJP,bjp4india,"Dear @INCIndia,   Dishonesty, deceit, photoshopped images and fake news is your identity.   For decades, your leaders have used those techniques to loot, plunder and ruin India.   It is against this Congress culture that India stands vigilant and says- #MainBhiChowkidar."
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.  Check how new markets have been opened for Startups by easing public procurement norms.  https://t.co/H8PIUvhduz
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.  See how Intellectual Property has been facilitated.  https://t.co/t2so4qL31Q
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   Check how eased regulatory framework has helped the ecosystem flourish.  https://t.co/wHPhJIYzKG
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   See how India has become hub for Startups.  https://t.co/Qie7g4es8c
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   See how Startup revolution has reached to states.  https://t.co/ZrdnGvDnpy
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   Check how innovation infrastructure has been created.  https://t.co/y8ecrem59i
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   Check how funding support is being provided to Startups.  https://t.co/j6b21HLBB0
BJP,bjp4india,India has witnessed a #StartupIndia revolution under Modi government.   See how Startup revolution began.  https://t.co/18vWqIOfxp
BJP,bjp4india,Are two dynasts better than one or is it otherwise?  The Congress believes that two are better than one. The real strength of democracy will be realised when myth of dynasties is finally buried.  Read Shri @arunjaitley's blog at  https://t.co/mYK9HYTgcy  https://t.co/LkQb6u41KR
BJP,bjp4india,"An aspirational India has realised that it is only men of merit, competence and integrity who can arouse public confidence. Mere membership of a family is no criteria.   Read Shri @arunjaitley's blog at  https://t.co/mYK9HZaR46  https://t.co/BBNzlEpAIB"
BJP,bjp4india,Dynastic parties are indifferent to the concept of governance. They have very little interest in policy. Their political stand depends on an opportunity to better their own prospects.   Read Shri @arunjaitley's blog at  https://t.co/mYK9HZaR46  https://t.co/zH9A20gicF
BJP,bjp4india,"Survival of the leader has become the main political agenda of the dynastic parties.   Even when the leaders are in prison after conviction, their stranglehold on the minds of the cadres remains.  Read Shri @arunjaitley's blog at  https://t.co/mYK9HYTgcy  https://t.co/WBIwPiidHf"
BJP,bjp4india,"The Congress and the making of a dynastic democracy.  Read Shri @arunjaitley's blog, “Prime Minister and aspirational India will prevent India from becoming a dynastic democracy” at  https://t.co/mYK9HZaR46  https://t.co/B2JaK18lGy"
BJP,bjp4india,"Today GST COUNCIL got BUSINESS LINE-CHANGE MAKER OF YEAR AWARD. Presented to Finance Minister Shri @arunjaitley by Dr Manmohan Singh.  Gabbar Singh Tax, Rahul Gandhi?  https://t.co/TZO0gMT2e3"
BJP,bjp4india,"All the first time voters, have you pledged your vote for Modi?  Make your first time count. #MyFirstVoteForModi  https://t.co/FeNw4UHvNS"
BJP,bjp4india,Your small contribution can make a big difference.   Contribute and strengthen BJP for making Shri @narendramodi PM again. Donate at  https://t.co/aUAV2Hl1JZ. #PhirEkBaarModiSarkar  https://t.co/jEeSVBwm3t
BJP,bjp4india,"Many India observers across the world have marvelled with India’s pace of taking decisions and implementing them. The BJP, therefore, has chosen an effective slogan for the forthcoming elections “Modi Hai to Mumkin Hai''. Read Shri @arunjaitley's blog at  https://t.co/7zfZOu750w  https://t.co/2O9AIbbWqX"
BJP,bjp4india,LIVE : Shri @rsprasad is addressing a press conference at BJP HQ.  https://t.co/G3sJ6QXpkP
BJP,bjp4india,"Insightful read on how Jawaharlal Nehru compromised India's interest with respect to UNSC. May be Rahul Gandhi should read before he tweets.   Excerpt from his letter dated Aug 2, 1955. Source: 'Letters for a Nation: From Jawaharlal Nehru to His Chief Ministers 1947-1963'.  https://t.co/eMthTobAO7"
BJP,bjp4india,"Prior to May, 2014, Delhi was a city flooded with middlemen.   The Prime Minister told the bankers in 2015 that not a single call will come to him from either South Block or North Block.  Read Shri @arunjaitley's blog at  https://t.co/v9qaT59LAV  https://t.co/2SGp1LDSJk"
BJP,bjp4india,"If you don’t pay back the banks, you will be out of management. If you escape out of the country, you will be extradited back. If you indulge in round-tripping, you will be found out.  Read Shri @arunjaitley's blog at  https://t.co/v9qaT59LAV  https://t.co/uPc0i4nCfo"
BJP,bjp4india,"If the ‘capital creation’ of the Congress Party’s first family is subjected to a forensic audit, facts will speak for themselves. Those who live in glass houses should not throw stones.  Read Shri @arunjaitley's blog at  https://t.co/v9qaT59LAV  https://t.co/w5rriJ7ljC"
BJP,bjp4india,The former PM Rajiv Gandhi had stated that only 15% of the amount released by the Center reaches the beneficiaries.  Modi govt has ensured that 100% payments of schemes reached to the beneficiaries.   Read Shri @arunjaitley's blog at  https://t.co/v9qaT59LAV  https://t.co/rWVopSFz3n
BJP,bjp4india,Kumbh 2019 V/s CWG 2010  • The Commonwealth Games are remembered more for corruption than for the number of medals India won.   • The Kumbh is an excellent illustration of how public funds are effectively &amp; honestly used.  Read Shri @arunjaitley's blog -  https://t.co/v9qaT59LAV  https://t.co/9MhL9SwYzd
BJP,bjp4india,LIVE : Shri @rsprasad is addressing a press conference at BJP HQ.  https://t.co/ai2J2geYz9
BJP,bjp4india,China wouldn't be in UNSC had your great grandfather not 'gifted' it to them at India’s cost.  India is undoing all mistakes of your family. Be assured that India will win the fight against terror.  Leave it to PM Modi while you keep cosying up with the Chinese envoys secretly.
BJP,bjp4india,"Rahul Ji, we totally understand that you have to lie every time you speak to make up for your complete bankruptcy of real issues to fight elections.  Here are few testimonies of the success of #AyushmanBharat scheme that gives free coverage of Rs 5 Lakh/year to 50 crore families.  https://t.co/EwMHgktjkQ"
BJP,bjp4india,"As Rahul Gandhi continues Rafale lies, details of backroom discussions with Eurofighter gathers steam, and his own link with arms dealer Sanjay Bhandari come to the fore. #RahulKiDefenceDeals  https://t.co/EXcxMfqUF9"
BJP,bjp4india,LIVE : Smt. @smritiirani is addressing a press conference at BJP HQ.  https://t.co/E0JsUEZreL
BJP,bjp4india,"“Alliances are never two plus two. BJP and the NDA coalition will, under the leadership of leadership of Narendra Modi, return with a bigger mandate than it now enjoys.”  Read Shri @AmitShah’s first interview after the declaration of elections at  https://t.co/9vHfnPDfF3"
BJP,bjp4india,“Goodwill for the Modi government’s performance would help BJP defeat the law of diminishing returns. The opposition is directionless and levelling unproven charges will not help.”: Shri @AmitShah   https://t.co/giczxa8w8t  https://t.co/mfKTpUiR12
BJP,bjp4india,"'Can those who have weakened the battle against terror for the cause of vote bank politics be trusted?', read Shri @arunjaitley’s blog “Agenda 2019, Part - 2 : Prime Minister Modi’s Evolving National Security Doctrine” at  https://t.co/ynueqQuhcE  https://t.co/KPdlWpQprA"
BJP,bjp4india,"'After the Surgical Strikes and Air strikes post Uri and Pulwama respectively, PM Modi had evolved India’s internal security doctrine that we must attack terror at the point of its origin', read Shri @arunjaitley’s blog at  https://t.co/ynueqQuhcE  https://t.co/62hRZ2ZGvZ"
BJP,bjp4india,"'Kashmir and terror’, read Shri @arunjaitley’s blog “Agenda 2019, Part - 2 : Prime Minister Modi’s Evolving National Security Doctrine” at  https://t.co/ynueqQuhcE  https://t.co/HJC5lzWSz6"
BJP,bjp4india,"‘Dangers of linking the battle against terrorism and insurgency with vote banks’, read Shri @arunjaitley’s blog “Agenda 2019, Part - 2 : Prime Minister Modi’s Evolving National Security Doctrine” at  https://t.co/ynueqQuhcE  https://t.co/hwzN9kifv3"
BJP,bjp4india,Media briefing by Shri @PrakashJavdekar.  https://t.co/pUkaK2QAEw
BJP,bjp4india,"Modi govt has made huge progress in providing clean and affordable energy, thus helping people live a longer &amp; healthier life. Apart from providing clean LPG connections, enhancement of refining capacity, adoption of BS-VI and mixing of ethanol with petrol have been gamechangers.  https://t.co/GRGxqtOU4D"
BJP,bjp4india,The poor and the marginalized who have been deprived of their rights in the last 70 years are being brought to the mainstream by the Modi govt.  They now feel empowered and enabled in a New India. #NamumkinAbMumkinHai  https://t.co/UWFJZaLbSO
BJP,bjp4india,"""PM @narendramodi has proved to the world that India can be administered with integrity and honesty. India is capable of tough decisions.   Even his critics are bewildered by his evolution of his national security doctrine"": Shri @arunjaitley  https://t.co/slXR8BZhla  https://t.co/wDBko4kiVD"
BJP,bjp4india,What was promised to be ‘Mahagathbandhan’ is turning out to be a ‘gathbandhan’ of several conflicting gathbandhans. It is a self-destructive ‘coalition of rivals' - Shri @arunjaitley  Read full blog at  https://t.co/slXR8BZhla  https://t.co/gNoJvRfeHY
BJP,bjp4india,"Congress party and their associates are levelling charges against us for trying to weaken the institutions of India.    Look who is saying this. It's Congress party, who launched the attack on Election Commission : Shri @rsprasad  https://t.co/9d5h3xy3Va  https://t.co/xBm5PVuufx"
BJP,bjp4india,Press conference by Shri @rsprasad at BJP HQ.  https://t.co/gwigvWQw3C
BJP,bjp4india,Bring out the inner PM Narendra Modi fan in you!  Check out the new arrival of official NaMo Masks on NaMo App at  https://t.co/yngkS0NXCs   Download NaMo App at  https://t.co/f0ytXY07wP #PhirEkBaarModiSarkar  https://t.co/n5c95XWyRC
BJP,bjp4india,Watch LIVE: PM Shri @narendramodi and PM Sheikh Hasina launch bus service via video conferencing in Bangladesh.  https://t.co/n8kqRscVaX
BJP,bjp4india,"You were probably busy playing video games when the whole nation was praying for safe return of hijacked passengers.  Do you know that all decisions regarding the hijacking were taken at all-party meet?  Remember Latif, handler of Pathankot, released by UPA as ""goodwill gesture""?"
BJP,bjp4india,LIVE: PM Shri @narendramodi attends the 50th Raising Day of Central Industrial Security Force in Ghaziabad. @CISFHQrs  https://t.co/DkWCYPnnzy
BJP,bjp4india,Now Congress is truly raising concerns &amp; worries of terrorists in Pakistan.   Welcome to New India.  Yeh Dar Acha Hai.
BJP,bjp4india,"Profound argument from a man who himself has a stolen surname.🤦‍♂️  BTW, is it not true that in Sept 2013, you visited Nirav Modi's bridal jewellery exhibition in Delhi and the very next day Allahabad Bank approved loan to him, despite opposition from bank's director?  No comments?"
BJP,bjp4india,"LIVE: Shri @PrakashJavdekar addressing a press conference in Jaipur, Rajasthan.  https://t.co/naTm8CHwbt"
BJP,bjp4india,"PM Shri @narendramodi launches various development works from Noida, Uttar Pradesh.   Watch LIVE at  https://t.co/X0kuJybIQ8  https://t.co/t7Wuyy2JNj"
BJP,bjp4india,"LIVE: PM Shri @narendramodi launches various development works from Noida, Uttar Pradesh.  https://t.co/BTihM4YcCi"
BJP,bjp4india,When was the facility of second restructuring of bank loans given to Mallya? under UPA government. “Ulta Chor Chowkidar Ko Dante.”
BJP,bjp4india,Many of these who cheated India during the UPA govt have been brought back and are in custody. Others will follow. They are living the life of fugitives and refugees.  None who cheats India can get away under the Modi government.
BJP,bjp4india,"The offender was declared a fugitive, assets seized, illegal house blown up, businesses closed. Criminal cases filed, tax evasion, PMLA &amp; Criminal fraud actions being pursued by our agencies."
BJP,bjp4india,Nirav Modi’s fraud to cheat the banks started in 2011 when UPA government was in power. It was detected and exposed during the Modi govt.
BJP,bjp4india,"We’d told you we got a better deal on Rafale. See, now even @RahulGandhi agrees :)  https://t.co/cxm8b80gbV"
BJP,bjp4india,LIVE: PM Shri @narendramodi launches multiple development projects at Ghaziabad.  https://t.co/3uAHwREskm
BJP,bjp4india,"LIVE : PM Modi launches various development projects at Kanpur, Uttar Pradesh.  https://t.co/GgxfzSyp9S"
BJP,bjp4india,PM Shri @narendramodi attends National Women Livelihood Meet 2019 in Varanasi. #NewIndia4NariShakti  https://t.co/fbIVUfhBSK
BJP,bjp4india,Caring for mothers is caring for the nation. #NewIndia4Narishakti  https://t.co/CwxbArQ1gM
BJP,bjp4india,Helping women strike a work-life balance. Maternity leave increased to 26 weeks from 12. #NewIndia4Narishakti  https://t.co/VfsQQAXxjl
BJP,bjp4india,Arresting school dropouts of girl child. #NewIndia4Narishakti  https://t.co/Mm8Su0lQJ8
BJP,bjp4india,Sanitation coverage under #SwachhBharat crosses the 94% mark. #NewIndia4Narishakti  https://t.co/cqvb2lzjix
BJP,bjp4india,Assuring protection of women. #NewIndia4Narishakti  https://t.co/j7gJ1RqVAk
BJP,bjp4india,"On this International Women’s Day, let us spread India’s journey of women-led development under Modi government with #NewIndia4NariShakti.  Do check out more information on this in Your Voice section in the Volunteer Module of the Narendra Modi App. #NewIndia4Narishakti  https://t.co/XTLK57Gd2Q"
BJP,bjp4india,"Rajiv Gandhi was ’middleman’ for Swedish jet deal, said US cable.  It is natural for Rahul Gandhi, whose family has a history of either acting as middlemen or seeking commission in defence deals, to not be able to imagine a clean deal.  https://t.co/pQFm8YzEIS"
BJP,bjp4india,LIVE: PM @narendramodi launches Nagpur Metro service via video conferencing.  https://t.co/9JMZRQAFTj
BJP,bjp4india,The implementation of Integrated Command and Control Centres is gathering pace across India : PM Modi  https://t.co/5HgvYP2UEL
BJP,bjp4india,"The urban centres of the North East, with their pool of skilled human resource, have the potential to emerge as growth hubs for the entire region.  The Smart City Mission enables cities to identify their potential and challenges : PM Modi  https://t.co/s3NlR6cDvr"
BJP,bjp4india,PM Modi inaugurates Command &amp; Control Centres for Smart Cities in Northeast.  https://t.co/0wUNnE2fyh
BJP,bjp4india,Robert is really honest. Thanks for accepting that you looted. You are now eligible for the Bharat Ratna as per your family quota :)
